from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Xianyang,Xi'an,China,109.252,34.745,Pudong,Shanghai,China,122.342,31.238,China Eastern Airlines,China,1280
Xianyang,Xi'an,China,109.252,34.745,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,China Eastern Airlines,China,1342
Gaoqi,Xiamen,China,118.212,24.906,Changbei Intl,Nanchang,China,116.5,29.441,China Eastern Airlines,China,531
Xining Caojiabu Airport,Xining,China,102.071,36.879,Xinzheng,Zhengzhou,China,114.401,34.866,China Eastern Airlines,China,1132
Yibin,Yibin,China,104.907,29.333,Pudong,Shanghai,China,122.342,31.238,China Eastern Airlines,China,1685
Laishan,Yantai,China,121.619,37.669,Incheon Intl,Seoul,South Korea,126.75,37.781,China Eastern Airlines,China,451
Yancheng Airport,Yancheng,China,120.208,33.642,Hong Kong Intl,Hong Kong,Hong Kong,114.524,22.514,China Eastern Airlines,China,1356
Zhuhai Airport,Zhuhai,China,113.626,22.01,Pudong,Shanghai,China,122.342,31.238,China Eastern Airlines,China,1341
Kona Intl At Keahole,Kona,United States,-155.41,20.231,Honolulu Intl,Honolulu,United States,-157.871,21.531,Maya Island Air,Belize,293
Kahului,Kahului,United States,-156.051,21.497,Kona Intl At Keahole,Kona,United States,-155.41,20.231,Maya Island Air,Belize,155
Dangriga Airport,Dangriga,Belize,-87.695,17.611,Placencia Airport,Placencia,Belize,-87.937,16.894,Midwest Airlines (Egypt),Egypt,83
Melbourne Intl,Melbourne,Australia,145.405,-37.456,Norfolk Island Intl,Norfolk Island,Norfolk Island,168.564,-28.403,Skagway Air Service,United States,2375
Carlos Alberto da Costa Neves Airport,Cacador,Brazil,-50.9,-26.648,Joacaba Airport,Joacaba,Brazil,-51.169,-26.622,National Airlines,United States,26
Joacaba Airport,Joacaba,Brazil,-51.169,-26.622,Carlos Alberto da Costa Neves Airport,Cacador,Brazil,-50.9,-26.648,National Airlines,United States,26
Salgado Filho,Porto Alegre,Brazil,-50.62,-29.991,Rio Grande,Rio Grande,Brazil,-51.611,-31.472,National Airlines,United States,189
Rubem Berta,Uruguaiana,Brazil,-56.397,-29.637,Santa Maria Airport,Santa Maria,Brazil,-53.481,-29.519,National Airlines,United States,282
Craig Cove Airport,Craig Cove,Vanuatu,168.54,-15.775,Uléi Airport,Ambryn Island,Vanuatu,168.471,-15.889,Air Vanuatu,Vanuatu,14
Ipota Airport,Ipota,Vanuatu,169.513,-18.798,Tanna island,Tanna,Vanuatu,169.373,-19.092,Air Vanuatu,Vanuatu,35
Lamap Airport,Lamap,Vanuatu,168.371,-16.09,Norsup Airport,Norsup,Vanuatu,167.668,-15.467,Air Vanuatu,Vanuatu,102
La Tontouta,Noumea,New Caledonia,166.354,-21.358,Port Vila Bauerfield,Port-vila,Vanuatu,168.532,-17.499,Air Vanuatu,Vanuatu,486
Sola Airport,Sola,Vanuatu,167.895,-13.753,Santo Pekoa International Airport,Santo,Vanuatu,167.366,-15.176,Air Vanuatu,Vanuatu,168
Santo Pekoa International Airport,Santo,Vanuatu,167.366,-15.176,Sara Airport,Pentecost Island,Vanuatu,168.253,-15.118,Air Vanuatu,Vanuatu,95
Sydney Intl,Sydney,Australia,151.295,-33.911,Port Vila Bauerfield,Port-vila,Vanuatu,168.532,-17.499,Air Vanuatu,Vanuatu,2504
Torres Airstrip,Loh/Linua,Vanuatu,167.063,-12.88,Sola Airport,Sola,Vanuatu,167.895,-13.753,Air Vanuatu,Vanuatu,132
Port Vila Bauerfield,Port-vila,Vanuatu,168.532,-17.499,Honiara International,Honiara,Solomon Islands,160.091,-9.047,Air Vanuatu,Vanuatu,1310
Port Vila Bauerfield,Port-vila,Vanuatu,168.532,-17.499,Tavie Airport,Paama Island,Vanuatu,168.428,-16.065,Air Vanuatu,Vanuatu,159
Gaua Island Airport,Gaua Island,Vanuatu,167.978,-13.697,Sola Airport,Sola,Vanuatu,167.895,-13.753,Air Vanuatu,Vanuatu,10
Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,55.085,24.721,Capital Intl,Beijing,China,116.974,40.133,All Nippon Airways,Japan,5933
Suvarnabhumi Intl,Bangkok,Thailand,101.245,14.135,Kansai,Osaka,Japan,135.406,34.724,All Nippon Airways,Japan,4114
Charles De Gaulle,Paris,France,2.916,49.021,Frankfurt Main,Frankfurt,Germany,8.905,50.044,All Nippon Airways,Japan,446
New Chitose,Sapporo,Japan,142.153,43.292,Fukushima Airport,Fukushima Airport,Japan,140.718,37.379,All Nippon Airways,Japan,668
New Chitose,Sapporo,Japan,142.153,43.292,Kansai,Osaka,Japan,135.406,34.724,All Nippon Airways,Japan,1115
New Chitose,Sapporo,Japan,142.153,43.292,Sendai,Sendai,Japan,141.528,38.232,All Nippon Airways,Japan,565
Shuangliu,Chengdu,China,104.578,30.964,Capital Intl,Beijing,China,116.974,40.133,All Nippon Airways,Japan,1512
Doha Intl,Doha,Qatar,51.941,25.435,Kansai,Osaka,Japan,135.406,34.724,All Nippon Airways,Japan,7870
Changle,Fuzhou,China,120.105,26.558,Baoan Intl,Shenzhen,China,114.351,23.065,All Nippon Airways,Japan,698
Mt. Fuji Shizuoka Airport,Shizuoka,Japan,138.315,35.326,Incheon Intl,Seoul,South Korea,126.75,37.781,All Nippon Airways,Japan,1067
Fukuoka,Fukuoka,Japan,130.751,33.976,Guam Intl,Agana,Guam,145.326,13.805,All Nippon Airways,Japan,2681
Fukuoka,Fukuoka,Japan,130.751,33.976,Narita Intl,Tokyo,Japan,140.643,36.274,All Nippon Airways,Japan,934
Gimpo,Seoul,South Korea,127.317,37.93,Tokyo Intl,Tokyo,Japan,140.299,35.92,All Nippon Airways,Japan,1174
Guam Intl,Agana,Guam,145.326,13.805,Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,All Nippon Airways,Japan,2533
Hiroshima,Hiroshima,Japan,133.532,34.726,Zhoushuizi,Dalian,China,121.897,39.609,All Nippon Airways,Japan,1163
Hakodate,Hakodate,Japan,141.369,42.283,Tokyo Intl,Tokyo,Japan,140.299,35.92,All Nippon Airways,Japan,713
Tokyo Intl,Tokyo,Japan,140.299,35.92,Akita,Akita,Japan,140.364,40.025,All Nippon Airways,Japan,456
Tokyo Intl,Tokyo,Japan,140.299,35.92,Hakodate,Hakodate,Japan,141.369,42.283,All Nippon Airways,Japan,713
Tokyo Intl,Tokyo,Japan,140.299,35.92,Kansai,Osaka,Japan,135.406,34.724,All Nippon Airways,Japan,463
Tokyo Intl,Tokyo,Japan,140.299,35.92,Memanbetsu,Memanbetsu,Japan,144.273,44.467,All Nippon Airways,Japan,1008
Tokyo Intl,Tokyo,Japan,140.299,35.92,Naha,Okinawa,Japan,128.076,26.326,All Nippon Airways,Japan,1576
Tokyo Intl,Tokyo,Japan,140.299,35.92,Takamatsu,Takamatsu,Japan,134.025,34.356,All Nippon Airways,Japan,596
Tokyo Intl,Tokyo,Japan,140.299,35.92,Miho,Miho,Japan,133.393,35.82,All Nippon Airways,Japan,622
Incheon Intl,Seoul,South Korea,126.75,37.781,Hiroshima,Hiroshima,Japan,133.532,34.726,All Nippon Airways,Japan,696
Incheon Intl,Seoul,South Korea,126.75,37.781,Naha,Okinawa,Japan,128.076,26.326,All Nippon Airways,Japan,1279
Ataturk,Istanbul,Turkey,29.357,41.628,Narita Intl,Tokyo,Japan,140.643,36.274,All Nippon Airways,Japan,8891
Osaka Intl,Osaka,Japan,135.73,35.309,Miyazaki,Miyazaki,Japan,131.747,32.462,All Nippon Airways,Japan,485
Osaka Intl,Osaka,Japan,135.73,35.309,Sendai,Sendai,Japan,141.528,38.232,All Nippon Airways,Japan,610
Niigata,Niigata,Japan,139.107,37.951,Guam Intl,Agana,Guam,145.326,13.805,All Nippon Airways,Japan,2754
Kansai,Osaka,Japan,135.406,34.724,Changle,Fuzhou,China,120.105,26.558,All Nippon Airways,Japan,1719
Kansai,Osaka,Japan,135.406,34.724,Tokyo Intl,Tokyo,Japan,140.299,35.92,All Nippon Airways,Japan,463
Kansai,Osaka,Japan,135.406,34.724,Gimhae Intl,Busan,South Korea,129.563,35.299,All Nippon Airways,Japan,535
New Kitakyushu,Kitakyushu,Japan,131.057,34.409,Tokyo Intl,Tokyo,Japan,140.299,35.92,All Nippon Airways,Japan,856
Kumamoto,Kumamoto,Japan,131.425,33.395,Incheon Intl,Seoul,South Korea,126.75,37.781,All Nippon Airways,Japan,645
Komatsu,Kanazawa,Japan,136.677,36.657,Sendai,Sendai,Japan,141.528,38.232,All Nippon Airways,Japan,462
Kushiro Airport,Kushiro Airport,Japan,144.321,43.068,New Chitose,Sapporo,Japan,142.153,43.292,All Nippon Airways,Japan,177
Heathrow,London,United Kingdom,-0.103,51.795,Dublin,Dublin,Ireland,-5.784,53.702,All Nippon Airways,Japan,437
Heathrow,London,United Kingdom,-0.103,51.795,Okecie,Warsaw,Poland,21.611,52.276,All Nippon Airways,Japan,1480
Memanbetsu,Memanbetsu,Japan,144.273,44.467,Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,All Nippon Airways,Japan,1164
Franz Josef Strauss,Munich,Germany,12.31,48.589,Dresden,Dresden,Germany,14.278,51.221,All Nippon Airways,Japan,324
Franz Josef Strauss,Munich,Germany,12.31,48.589,Blagnac,Toulouse,France,1.606,44.048,All Nippon Airways,Japan,963
Matsuyama,Matsuyama,Japan,133.166,34.378,Naha,Okinawa,Japan,128.076,26.326,All Nippon Airways,Japan,1019
Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,Hakodate,Hakodate,Japan,141.369,42.283,All Nippon Airways,Japan,837
Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,Matsuyama,Matsuyama,Japan,133.166,34.378,All Nippon Airways,Japan,398
Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,Changi Intl,Singapore,Singapore,104.657,1.583,All Nippon Airways,Japan,5053
Nagasaki,Nagasaki,Japan,130.522,33.528,Naha,Okinawa,Japan,128.076,26.326,All Nippon Airways,Japan,834
Narita Intl,Tokyo,Japan,140.643,36.274,New Chitose,Sapporo,Japan,142.153,43.292,All Nippon Airways,Japan,790
Narita Intl,Tokyo,Japan,140.643,36.274,Hiroshima,Hiroshima,Japan,133.532,34.726,All Nippon Airways,Japan,666
Narita Intl,Tokyo,Japan,140.643,36.274,John F Kennedy Intl,New York,United States,-73.632,41.066,All Nippon Airways,Japan,10732
Narita Intl,Tokyo,Japan,140.643,36.274,Franz Josef Strauss,Munich,Germany,12.31,48.589,All Nippon Airways,Japan,9286
Narita Intl,Tokyo,Japan,140.643,36.274,San Francisco Intl,San Francisco,United States,-121.959,38.031,All Nippon Airways,Japan,8181
Narita Intl,Tokyo,Japan,140.643,36.274,Vancouver Intl,Vancouver,Canada,-122.641,49.323,All Nippon Airways,Japan,7474
Oita,Oita,Japan,132.228,33.799,Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,All Nippon Airways,Japan,501
Naha,Okinawa,Japan,128.076,26.326,Osaka Intl,Osaka,Japan,135.73,35.309,All Nippon Airways,Japan,1236
Naha,Okinawa,Japan,128.076,26.326,Chubu Centrair Intl,Nagoya,Japan,137.342,35.43,All Nippon Airways,Japan,1342
Okayama,Okayama,Japan,134.425,35.261,Tokyo Intl,Tokyo,Japan,140.299,35.92,All Nippon Airways,Japan,536
Capital Intl,Beijing,China,116.974,40.133,Kansai,Osaka,Japan,135.406,34.724,All Nippon Airways,Japan,1731
Pudong,Shanghai,China,122.342,31.238,Fukuoka,Fukuoka,Japan,130.751,33.976,All Nippon Airways,Japan,844
Sendai,Sendai,Japan,141.528,38.232,Hiroshima,Hiroshima,Japan,133.532,34.726,All Nippon Airways,Japan,813
Seattle Tacoma Intl,Seattle,United States,-121.849,47.748,Narita Intl,Tokyo,Japan,140.643,36.274,All Nippon Airways,Japan,7612
Changi Intl,Singapore,Singapore,104.657,1.583,Fukuoka,Fukuoka,Japan,130.751,33.976,All Nippon Airways,Japan,4508
Baoan Intl,Shenzhen,China,114.351,23.065,Changle,Fuzhou,China,120.105,26.558,All Nippon Airways,Japan,698
